PID,group,id_in_group,role,payoff,participant_label,initialized_round,time_start_round,assigned_seed,seed,round_time_left,round_timed_out,waited_n_refresh,topic_number,interacted_topics,positioning_user,time_positioning,partition_user,I_understand,time_taskexplaination,tmp_ranking,click_rank,click_id,positioning_true,time_rankig,highlight,read_more_highlight,time_highlight,positioning_text,read_more_positioning,time_positioning_text,group.id_in_subsession,turn,leaning,leaning_strength,center_strength,age,gender,gender_open,comment
P100,1,100,,0.0,105548.0,1.0,1755621846.4,1.0,131.0,632.0,0.0,0.0,1.0,1.0,2.0,47.41,1.0,1.0,25.25,4153728096.0,5.0,12.0,-1.0,98.05,2.0,1.0,98.78,-1.0,1.0,38.64,1,1,,,,,,,
P101,1,101,,0.0,317353.0,1.0,1755621872.87,1.0,211.0,718.0,0.0,0.0,1.0,1.0,2.0,23.56,1.0,1.0,35.5,3798164250.0,8.0,15.0,0.0,48.42,3.0,0.0,76.42,0.0,0.0,24.59,1,1,,,,,,,
P102,1,102,,0.0,865378.0,1.0,1755621920.94,1.0,234.0,758.0,0.0,0.0,4.0,4.0,0.0,56.46,0.0,1.0,8.27,4573128069.0,0.0,44.0,0.0,7.71,0.0,1.0,71.29,-2.0,1.0,31.25,1,1,,,,,,,
P103,1,103,,0.0,540953.0,1.0,1755621929.33,1.0,213.0,713.0,0.0,0.0,3.0,3.0,0.0,124.48,0.0,1.0,2.71,247936815.0,9.0,35.0,0.0,33.26,3.0,1.0,28.49,-1.0,0.0,25.61,1,1,,,,,,,
P104,1,104,,0.0,876393.0,1.0,1755622009.16,1.0,232.0,738.0,0.0,0.0,2.0,2.0,2.0,95.3,1.0,1.0,21.85,7589604213.0,9.0,23.0,-1.0,15.82,2.0,1.0,31.04,0.0,0.0,6.09,1,1,,,,,,,
P105,1,105,,0.0,800988.0,1.0,1755622030.48,1.0,114.0,721.0,0.0,0.0,4.0,4.0,-2.0,15.28,-1.0,1.0,10.58,1254783096.0,7.0,40.0,-2.0,18.94,2.0,1.0,136.13,-2.0,0.0,8.64,1,1,,,,,,,
P106,1,106,,0.0,576170.0,1.0,1755622133.91,1.0,133.0,638.0,0.0,0.0,3.0,3.0,0.0,80.54,0.0,1.0,20.74,4035927681.0,7.0,36.0,1.0,39.54,3.0,1.0,123.03,2.0,0.0,25.39,1,1,,,,,,,
P107,1,107,,0.0,682875.0,1.0,1755622153.08,1.0,233.0,574.0,0.0,0.0,3.0,3.0,2.0,8.14,1.0,1.0,263.87,9670834251.0,6.0,34.0,0.0,36.36,0.0,1.0,19.63,1.0,1.0,7.9,1,1,,,,,,,
P108,1,108,,0.0,495591.0,1.0,1755622220.02,1.0,114.0,774.0,0.0,0.0,4.0,4.0,-2.0,39.03,-1.0,1.0,1.74,1254780396.0,1.0,42.0,-1.0,2.55,0.0,0.0,84.21,-1.0,0.0,2.79,1,1,,,,,,,
P109,1,109,,0.0,597170.0,1.0,1755622389.93,1.0,134.0,846.0,0.0,0.0,4.0,4.0,1.0,12.27,1.0,1.0,12.12,1425073869.0,1.0,44.0,0.0,18.32,0.0,0.0,12.8,1.0,0.0,6.55,1,1,,,,,,,
P110,1,110,,0.0,179056.0,1.0,1755622454.4,1.0,112.0,667.0,0.0,0.0,2.0,2.0,-1.0,34.01,-1.0,1.0,21.08,4257693801.0,0.0,24.0,0.0,48.71,3.0,1.0,130.8,0.0,1.0,17.13,1,1,,,,,,,
P111,1,111,,0.0,517808.0,1.0,1755622482.73,1.0,224.0,786.0,0.0,0.0,4.0,4.0,-2.0,18.1,-1.0,1.0,20.31,1203546798.0,0.0,41.0,-2.0,30.31,3.0,0.0,46.68,0.0,1.0,21.88,1,1,,,,,,,
P112,1,112,,0.0,186713.0,1.0,1755622565.24,1.0,133.0,804.0,0.0,0.0,3.0,3.0,-2.0,14.51,-1.0,1.0,15.65,4035962781.0,5.0,36.0,1.0,28.17,3.0,1.0,39.12,1.0,1.0,36.05,1,1,,,,,,,
P113,1,113,,0.0,788892.0,1.0,1755622577.06,1.0,124.0,645.0,0.0,0.0,4.0,4.0,-1.0,30.38,-1.0,1.0,28.49,2143685709.0,4.0,46.0,1.0,50.46,0.0,1.0,147.53,2.0,0.0,27.7,1,1,,,,,,,
P114,1,114,,0.0,211043.0,1.0,1755622653.55,1.0,234.0,755.0,0.0,0.0,4.0,4.0,-2.0,19.88,-1.0,1.0,11.36,1235407698.0,1.0,42.0,-1.0,65.6,3.0,1.0,50.26,-1.0,1.0,122.94,1,1,,,,,,,
P115,1,115,,0.0,635964.0,1.0,1755622750.87,1.0,231.0,864.0,0.0,0.0,1.0,1.0,-2.0,7.48,-1.0,1.0,4.34,4235017869.0,4.0,10.0,-2.0,19.32,3.0,0.0,6.86,0.0,1.0,16.64,1,1,,,,,,,
P116,1,116,,0.0,235209.0,1.0,1755622763.18,1.0,212.0,737.0,0.0,0.0,2.0,2.0,0.0,42.3,0.0,1.0,19.77,4751620398.0,2.0,25.0,0.0,33.87,3.0,1.0,69.9,0.0,1.0,67.19,1,1,,,,,,,
P117,1,117,,0.0,736588.0,1.0,1755622798.69,1.0,111.0,751.0,0.0,0.0,1.0,1.0,-2.0,16.29,-1.0,1.0,16.24,4365781290.0,3.0,15.0,0.0,83.56,2.0,0.0,34.72,0.0,0.0,13.18,1,1,,,,,,,
P118,1,118,,0.0,392595.0,1.0,1755622819.17,1.0,214.0,699.0,0.0,0.0,4.0,4.0,-2.0,81.67,-1.0,1.0,20.78,1502348967.0,3.0,42.0,-1.0,65.81,0.0,0.0,35.2,2.0,0.0,29.3,1,1,,,,,,,
P119,1,119,,0.0,111509.0,1.0,1755622972.56,1.0,232.0,719.0,0.0,0.0,2.0,2.0,-1.0,22.2,-1.0,1.0,16.47,2054139678.0,0.0,22.0,-1.0,34.0,0.0,1.0,109.39,-2.0,0.0,13.91,1,1,,,,,,,
P120,1,120,,0.0,750219.0,1.0,1755623007.68,1.0,123.0,876.0,0.0,0.0,3.0,3.0,-1.0,3.17,-1.0,1.0,4.57,435796218.0,3.0,35.0,0.0,13.23,3.0,0.0,4.76,0.0,1.0,8.15,1,1,,,,,,,
P121,1,121,,0.0,984837.0,1.0,1755623075.27,1.0,223.0,762.0,0.0,0.0,3.0,3.0,-2.0,64.53,-1.0,1.0,12.41,423569817.0,5.0,36.0,1.0,22.07,1.0,1.0,40.56,1.0,0.0,21.83,1,1,,,,,,,
P122,1,122,,0.0,135331.0,1.0,1755623115.16,1.0,122.0,594.0,0.0,0.0,2.0,2.0,-1.0,84.36,-1.0,1.0,57.73,5241980736.0,2.0,24.0,0.0,54.46,3.0,1.0,111.59,0.0,1.0,31.21,1,1,,,,,,,
P123,1,123,,0.0,593969.0,1.0,1755623118.65,1.0,111.0,580.0,0.0,0.0,1.0,1.0,-2.0,37.52,-1.0,1.0,28.18,4365781290.0,0.0,14.0,0.0,94.28,2.0,1.0,161.19,-1.0,0.0,24.95,1,1,,,,,,,
P124,1,124,,0.0,113739.0,1.0,1755623221.51,1.0,124.0,651.0,0.0,0.0,4.0,4.0,-2.0,33.54,-1.0,1.0,12.35,2143658709.0,1.0,41.0,-2.0,62.39,3.0,1.0,142.61,-1.0,0.0,8.28,1,1,,,,,,,
P125,1,125,,0.0,627641.0,1.0,1755623319.69,1.0,233.0,776.0,0.0,0.0,3.0,3.0,0.0,16.97,0.0,1.0,12.56,4609587213.0,0.0,34.0,0.0,18.66,1.0,0.0,78.82,0.0,0.0,11.22,1,1,,,,,,,
P126,1,126,,0.0,118757.0,1.0,1755623347.82,1.0,113.0,742.0,0.0,0.0,3.0,3.0,-2.0,23.35,-1.0,1.0,18.94,2456089371.0,8.0,37.0,1.0,40.84,3.0,1.0,77.51,0.0,1.0,34.89,1,1,,,,,,,
P127,1,127,,0.0,670739.0,1.0,1755623592.42,1.0,222.0,691.0,0.0,0.0,2.0,2.0,1.0,16.77,1.0,1.0,16.78,4785963102.0,3.0,25.0,0.0,87.16,0.0,1.0,90.74,1.0,1.0,12.51,1,1,,,,,,,
P128,1,128,,0.0,391448.0,1.0,1755623633.94,1.0,131.0,698.0,0.0,0.0,1.0,1.0,-1.0,22.88,-1.0,1.0,70.49,4153728609.0,3.0,13.0,-1.0,16.59,0.0,1.0,94.46,-1.0,0.0,9.07,1,1,,,,,,,
P129,1,129,,0.0,554116.0,1.0,1755623661.89,1.0,214.0,815.0,0.0,0.0,4.0,4.0,-2.0,18.02,-1.0,1.0,39.36,1502348967.0,0.0,41.0,-2.0,9.22,3.0,0.0,19.17,-2.0,1.0,13.31,1,1,,,,,,,
P130,1,130,,0.0,623180.0,1.0,1755623693.3,1.0,111.0,638.0,0.0,0.0,1.0,1.0,-2.0,36.97,-1.0,1.0,59.26,4365781290.0,2.0,16.0,1.0,59.44,3.0,1.0,108.29,0.0,1.0,31.51,1,1,,,,,,,
P131,1,131,,0.0,397220.0,1.0,1755623713.76,1.0,213.0,789.0,0.0,0.0,3.0,3.0,1.0,36.65,1.0,1.0,29.67,6948370521.0,6.0,30.0,-2.0,12.39,3.0,0.0,34.75,-2.0,0.0,10.11,1,1,,,,,,,
P132,1,132,,0.0,126267.0,1.0,1755623727.15,1.0,134.0,609.0,0.0,0.0,4.0,4.0,-1.0,21.43,-1.0,1.0,20.49,1425307869.0,7.0,48.0,2.0,46.69,3.0,1.0,204.85,2.0,0.0,9.2,1,1,,,,,,,
P133,1,133,,0.0,358449.0,1.0,1755623832.56,1.0,112.0,462.0,0.0,0.0,2.0,2.0,-1.0,349.51,-1.0,1.0,50.9,4257693801.0,3.0,27.0,1.0,7.7,0.0,0.0,32.01,-1.0,0.0,12.61,1,1,,,,,,,
P134,1,134,,0.0,595551.0,1.0,1755623855.22,1.0,123.0,592.0,0.0,0.0,3.0,3.0,2.0,60.58,1.0,1.0,32.96,435796218.0,3.0,35.0,0.0,63.13,3.0,1.0,153.94,-2.0,0.0,27.66,1,1,,,,,,,
P135,1,135,,0.0,951291.0,1.0,1755623987.75,1.0,224.0,447.0,0.0,0.0,4.0,4.0,2.0,100.38,1.0,1.0,131.01,8617549203.0,1.0,46.0,1.0,49.39,0.0,1.0,173.62,2.0,0.0,9.97,1,1,,,,,,,
P136,1,136,,0.0,660539.0,1.0,1755624033.45,1.0,124.0,588.0,0.0,0.0,4.0,4.0,-1.0,83.11,-1.0,1.0,51.05,2143658709.0,0.0,42.0,-1.0,47.06,0.0,1.0,131.77,-2.0,0.0,23.78,1,1,,,,,,,
P137,1,137,,0.0,908692.0,1.0,1755624051.85,1.0,134.0,734.0,0.0,0.0,4.0,4.0,-1.0,22.99,-1.0,1.0,26.19,1425307869.0,0.0,41.0,-2.0,52.88,3.0,0.0,66.09,-2.0,0.0,21.38,1,1,,,,,,,
P138,1,138,,0.0,758538.0,1.0,1755624104.87,1.0,222.0,786.0,0.0,0.0,2.0,2.0,2.0,18.41,1.0,1.0,20.01,4785963102.0,2.0,28.0,2.0,39.96,3.0,0.0,37.51,0.0,1.0,66.89,1,1,,,,,,,
P139,1,139,,0.0,475046.0,1.0,1755624155.62,1.0,212.0,839.0,1.0,0.0,2.0,2.0,2.0,11.98,1.0,1.0,7.39,9587264103.0,0.0,29.0,2.0,43.13,0.0,1.0,,,,,1,1,,,,,,,
P140,1,140,,0.0,787129.0,1.0,1755624231.85,1.0,121.0,659.0,0.0,0.0,1.0,1.0,-2.0,47.62,-1.0,1.0,11.0,5430617298.0,0.0,15.0,0.0,13.11,3.0,1.0,170.12,0.0,1.0,14.2,1,1,,,,,,,
P141,1,141,,0.0,835150.0,1.0,1755624247.65,1.0,111.0,866.0,0.0,0.0,1.0,1.0,1.0,15.48,1.0,1.0,4.97,4365781209.0,0.0,14.0,0.0,10.57,3.0,0.0,5.51,1.0,0.0,11.27,1,1,,,,,,,
P142,1,142,,0.0,475810.0,1.0,1755624252.66,1.0,133.0,788.0,0.0,0.0,3.0,3.0,1.0,43.23,1.0,1.0,20.03,4035962781.0,3.0,35.0,0.0,13.39,3.0,0.0,36.69,-1.0,0.0,11.77,1,1,,,,,,,
P143,1,143,,0.0,182478.0,1.0,1755624364.09,1.0,134.0,270.0,0.0,0.0,4.0,4.0,2.0,27.75,1.0,1.0,48.59,1425307869.0,0.0,41.0,-2.0,297.7,3.0,1.0,258.07,-2.0,0.0,18.99,1,1,,,,,,,
P144,1,144,,0.0,564190.0,1.0,1755624373.95,1.0,231.0,783.0,0.0,0.0,1.0,1.0,2.0,20.31,1.0,1.0,17.39,8473295061.0,0.0,18.0,2.0,37.44,3.0,1.0,43.03,-2.0,0.0,26.0,1,1,,,,,,,
P145,1,145,,0.0,136969.0,1.0,1755624445.08,1.0,234.0,825.0,0.0,0.0,4.0,4.0,-2.0,11.75,-1.0,1.0,8.55,1235407698.0,0.0,41.0,-2.0,24.66,3.0,1.0,32.51,0.0,0.0,5.74,1,1,,,,,,,
P146,1,146,,0.0,744404.0,1.0,1755624513.0,1.0,121.0,740.0,0.0,0.0,1.0,1.0,2.0,22.19,1.0,1.0,20.46,5430617298.0,6.0,17.0,1.0,19.03,3.0,1.0,99.7,-1.0,0.0,10.93,1,1,,,,,,,
P147,1,147,,0.0,717380.0,1.0,1755624516.37,1.0,221.0,605.0,0.0,0.0,1.0,1.0,-1.0,54.56,-1.0,1.0,31.97,6543021789.0,0.0,16.0,1.0,77.67,3.0,1.0,133.45,1.0,0.0,23.95,1,1,,,,,,,
P148,1,148,,0.0,957634.0,1.0,1755624633.92,1.0,232.0,811.0,0.0,0.0,2.0,2.0,-2.0,11.37,-1.0,1.0,13.56,2041539678.0,0.0,22.0,-1.0,37.27,3.0,0.0,28.26,-1.0,1.0,34.68,1,1,,,,,,,
P149,1,149,,0.0,329450.0,1.0,1755624679.4,1.0,133.0,653.0,0.0,0.0,3.0,3.0,2.0,34.38,1.0,1.0,21.94,4053962781.0,9.0,31.0,-2.0,88.48,0.0,1.0,104.13,-1.0,1.0,12.29,1,1,,,,,,,
P150,1,150,,0.0,702144.0,1.0,1755624725.48,1.0,232.0,802.0,0.0,0.0,2.0,2.0,-2.0,11.03,-1.0,1.0,13.15,2041539678.0,8.0,27.0,1.0,33.57,3.0,1.0,41.58,2.0,0.0,5.63,1,1,,,,,,,
P151,1,151,,0.0,113569.0,1.0,1755624745.45,1.0,122.0,756.0,0.0,0.0,2.0,2.0,-2.0,32.85,-1.0,1.0,17.64,5241980736.0,5.0,28.0,2.0,18.54,3.0,0.0,77.11,1.0,1.0,76.74,1,1,,,,,,,
P152,1,152,,0.0,649903.0,1.0,1755624809.36,1.0,211.0,841.0,0.0,0.0,1.0,1.0,-2.0,9.17,-1.0,1.0,9.09,6302415789.0,1.0,13.0,-1.0,35.37,3.0,1.0,6.36,-1.0,1.0,51.31,1,1,,,,,,,
P153,1,153,,0.0,171796.0,1.0,1755624873.53,1.0,234.0,768.0,0.0,0.0,4.0,4.0,-1.0,22.3,-1.0,1.0,18.31,1235407698.0,0.0,41.0,-2.0,50.29,3.0,0.0,42.27,-1.0,1.0,30.97,1,1,,,,,,,
P154,1,154,,0.0,145301.0,1.0,1755625100.77,1.0,134.0,800.0,0.0,0.0,4.0,4.0,2.0,27.49,1.0,1.0,25.33,1425307869.0,0.0,41.0,-2.0,32.64,2.0,0.0,16.57,-2.0,1.0,57.85,1,1,,,,,,,
P155,1,155,,0.0,313287.0,1.0,1755625111.1,1.0,212.0,185.0,0.0,0.0,2.0,2.0,-1.0,53.6,-1.0,1.0,15.73,3250476189.0,3.0,20.0,-2.0,47.92,1.0,1.0,600.63,1.0,1.0,62.34,1,1,,,,,,,
P156,1,156,,0.0,209314.0,1.0,1755625124.27,1.0,122.0,570.0,0.0,0.0,2.0,2.0,1.0,168.57,1.0,1.0,11.08,5241980736.0,0.0,25.0,0.0,6.69,0.0,1.0,145.53,1.0,0.0,23.98,1,1,,,,,,,
P157,1,157,,0.0,398145.0,1.0,1755625244.23,1.0,134.0,602.0,0.0,0.0,4.0,4.0,-2.0,74.07,-1.0,1.0,57.8,1425307869.0,0.0,41.0,-2.0,82.86,3.0,0.0,85.99,-1.0,0.0,37.78,1,1,,,,,,,
P158,1,158,,0.0,368879.0,1.0,1755625353.49,1.0,133.0,866.0,0.0,0.0,3.0,3.0,-1.0,6.04,-1.0,1.0,5.17,4053962718.0,2.0,35.0,0.0,17.5,3.0,0.0,6.31,0.0,0.0,6.85,1,1,,,,,,,
P159,1,159,,0.0,281024.0,1.0,1755625414.67,1.0,223.0,637.0,0.0,0.0,3.0,3.0,2.0,67.79,1.0,1.0,51.34,9368140752.0,0.0,39.0,2.0,55.9,3.0,0.0,90.67,0.0,0.0,45.63,1,1,,,,,,,
P160,1,160,,0.0,296850.0,1.0,1755625748.33,1.0,114.0,770.0,0.0,0.0,4.0,4.0,-2.0,17.36,-1.0,1.0,25.32,1254783096.0,0.0,41.0,-2.0,16.41,3.0,0.0,72.14,0.0,0.0,9.11,1,1,,,,,,,
P1,1,1,,0.0,806581.0,1.0,1755616974.25,1.0,221.0,796.0,0.0,0.0,1.0,41.0,-2.0,9.04,-1.0,1.0,8.03,6534201789.0,5.0,10.0,-2.0,22.95,0.0,1.0,65.44,0.0,0.0,3.54,1,2,,,,,,,
P2,1,2,,0.0,256829.0,1.0,1755617049.8,1.0,123.0,755.0,0.0,0.0,3.0,23.0,-2.0,32.63,-1.0,1.0,9.86,435796218.0,3.0,35.0,0.0,28.29,3.0,1.0,76.83,0.0,0.0,13.19,1,2,,,,,,,
P3,1,3,,0.0,481107.0,1.0,1755617109.81,1.0,124.0,669.0,0.0,0.0,4.0,14.0,-2.0,17.73,-1.0,1.0,2.32,2143685709.0,0.0,42.0,-1.0,12.16,2.0,1.0,200.54,-1.0,0.0,6.45,1,2,,,,,,,
P4,1,4,,0.0,504061.0,1.0,1755617052.9,1.0,134.0,852.0,0.0,0.0,4.0,34.0,0.0,3.23,0.0,1.0,4.26,1452708369.0,3.0,42.0,-1.0,12.65,3.0,1.0,29.7,1.0,1.0,43.58,1,2,,,,,,,
P5,1,5,,0.0,568367.0,1.0,1755617067.14,1.0,113.0,811.0,0.0,0.0,3.0,23.0,-2.0,13.6,-1.0,1.0,7.42,2465083971.0,7.0,39.0,2.0,31.24,3.0,0.0,38.39,0.0,0.0,6.45,1,2,,,,,,,
P6,1,6,,0.0,701727.0,1.0,1755617056.45,1.0,122.0,839.0,0.0,0.0,2.0,42.0,-2.0,9.04,-1.0,1.0,3.23,5241980763.0,7.0,27.0,1.0,33.75,3.0,1.0,16.27,2.0,0.0,5.16,1,2,,,,,,,
P7,1,7,,0.0,534098.0,1.0,1755617094.92,1.0,221.0,123.0,0.0,0.0,1.0,41.0,2.0,690.58,1.0,1.0,8.53,4867193052.0,1.0,18.0,2.0,8.02,3.0,1.0,71.4,0.0,0.0,6.03,1,2,,,,,,,
P8,1,8,,0.0,658807.0,1.0,1755617164.25,1.0,134.0,658.0,0.0,0.0,4.0,34.0,-2.0,18.9,-1.0,1.0,11.45,1452708369.0,4.0,47.0,1.0,39.39,3.0,1.0,174.46,1.0,0.0,5.8,1,2,,,,,,,
P9,1,9,,0.0,589206.0,1.0,1755617068.02,1.0,131.0,861.0,0.0,0.0,1.0,21.0,0.0,6.43,0.0,1.0,1.87,4153728096.0,2.0,15.0,0.0,10.72,3.0,0.0,22.79,0.0,0.0,2.91,1,2,,,,,,,
P10,1,10,,0.0,543557.0,1.0,1755617139.87,1.0,112.0,763.0,0.0,0.0,2.0,42.0,-1.0,21.06,-1.0,1.0,6.3,4257693801.0,4.0,26.0,1.0,70.23,3.0,1.0,40.73,1.0,0.0,6.29,1,2,,,,,,,
P11,1,11,,0.0,214475.0,1.0,1755617189.86,1.0,212.0,736.0,0.0,0.0,2.0,32.0,-2.0,10.82,-1.0,1.0,13.3,3250476189.0,1.0,22.0,-1.0,45.66,3.0,1.0,96.47,-1.0,0.0,6.28,1,2,,,,,,,
P12,1,12,,0.0,438233.0,1.0,1755617201.76,1.0,223.0,785.0,0.0,0.0,3.0,13.0,1.0,9.03,1.0,1.0,15.38,9368140752.0,5.0,34.0,0.0,27.99,3.0,1.0,64.26,0.0,0.0,7.73,1,2,,,,,,,
P13,1,13,,0.0,255522.0,1.0,1755617491.11,1.0,213.0,752.0,0.0,0.0,3.0,43.0,1.0,37.14,1.0,1.0,18.07,6948370251.0,8.0,35.0,0.0,23.25,3.0,1.0,70.9,-2.0,0.0,15.57,1,2,,,,,,,
P14,1,14,,0.0,274504.0,1.0,1755617224.46,1.0,133.0,773.0,0.0,0.0,3.0,23.0,-2.0,34.0,-1.0,1.0,9.36,4039562781.0,4.0,35.0,0.0,29.02,3.0,1.0,55.78,0.0,1.0,12.62,1,2,,,,,,,
P15,1,15,,0.0,228641.0,1.0,1755617347.12,1.0,112.0,682.0,0.0,0.0,2.0,12.0,2.0,10.83,1.0,1.0,18.69,4256793801.0,9.0,21.0,-2.0,37.95,3.0,1.0,153.61,-2.0,0.0,8.74,1,2,,,,,,,
P16,1,16,,0.0,127938.0,1.0,1755617228.06,1.0,224.0,783.0,0.0,0.0,4.0,24.0,0.0,21.23,0.0,1.0,18.08,4019325876.0,9.0,46.0,1.0,42.04,3.0,0.0,36.18,2.0,0.0,11.69,1,2,,,,,,,
P17,1,17,,0.0,272406.0,1.0,1755617556.7,1.0,212.0,781.0,0.0,0.0,2.0,12.0,2.0,15.65,1.0,1.0,17.46,9587264103.0,0.0,29.0,2.0,25.59,3.0,1.0,62.39,2.0,0.0,5.42,1,2,,,,,,,
P18,1,18,,0.0,264865.0,1.0,1755617612.6,1.0,121.0,874.0,0.0,0.0,1.0,31.0,-2.0,15.22,-1.0,1.0,1.91,5436071298.0,4.0,10.0,-2.0,7.66,3.0,0.0,3.69,-1.0,1.0,22.53,1,2,,,,,,,
P19,1,19,,0.0,112646.0,1.0,1755617587.09,1.0,224.0,740.0,0.0,0.0,4.0,24.0,-2.0,5.28,-1.0,1.0,2.65,1203546798.0,3.0,43.0,-1.0,43.2,0.0,1.0,110.07,-1.0,0.0,3.49,1,2,,,,,,,
P20,1,20,,0.0,951362.0,1.0,1755617511.07,1.0,214.0,840.0,0.0,0.0,4.0,34.0,0.0,6.22,0.0,1.0,1.87,4716950328.0,9.0,48.0,2.0,51.31,0.0,0.0,2.92,1.0,0.0,32.99,1,2,,,,,,,
P21,1,21,,0.0,397246.0,1.0,1755617700.0,1.0,212.0,735.0,0.0,0.0,2.0,32.0,-1.0,8.03,-1.0,1.0,7.81,3250476189.0,0.0,23.0,-1.0,50.13,0.0,1.0,100.81,-1.0,0.0,6.89,1,2,,,,,,,
P22,1,22,,0.0,785248.0,1.0,1755617622.4,1.0,133.0,836.0,0.0,0.0,3.0,43.0,-2.0,13.92,-1.0,1.0,4.44,4035962781.0,7.0,37.0,1.0,10.81,3.0,1.0,37.85,0.0,1.0,17.48,1,2,,,,,,,
P23,1,23,,0.0,406615.0,1.0,1755617747.29,1.0,114.0,850.0,0.0,0.0,4.0,24.0,-2.0,11.28,-1.0,1.0,1.92,1254780936.0,3.0,44.0,0.0,6.33,0.0,0.0,32.28,-1.0,0.0,3.85,1,2,,,,,,,
P24,1,24,,0.0,240308.0,1.0,1755617732.19,1.0,214.0,757.0,0.0,0.0,4.0,34.0,-2.0,118.94,-1.0,1.0,1.46,1502348967.0,0.0,41.0,-2.0,8.37,3.0,1.0,16.06,-2.0,0.0,2.02,1,2,,,,,,,
P25,1,25,,0.0,656993.0,1.0,1755618011.57,1.0,123.0,734.0,0.0,0.0,3.0,23.0,-2.0,22.1,-1.0,1.0,5.12,435796218.0,3.0,35.0,0.0,62.34,3.0,1.0,77.27,0.0,0.0,9.16,1,2,,,,,,,
P26,1,26,,0.0,860403.0,1.0,1755617885.25,1.0,111.0,826.0,0.0,0.0,1.0,41.0,-2.0,13.28,-1.0,1.0,8.88,4365871209.0,6.0,11.0,-2.0,28.96,3.0,0.0,25.49,-1.0,0.0,11.14,1,2,,,,,,,
P27,1,27,,0.0,114005.0,1.0,1755617920.97,1.0,122.0,854.0,0.0,0.0,2.0,32.0,0.0,20.19,0.0,1.0,16.87,5241980736.0,0.0,25.0,0.0,6.88,3.0,0.0,4.09,1.0,0.0,21.47,1,2,,,,,,,
P28,1,28,,0.0,524599.0,1.0,1755617922.02,1.0,133.0,872.0,0.0,0.0,3.0,13.0,0.0,5.75,0.0,1.0,8.96,4035976281.0,3.0,35.0,0.0,10.96,3.0,0.0,5.74,0.0,0.0,8.01,1,2,,,,,,,
P29,1,29,,0.0,881882.0,1.0,1755618044.01,1.0,221.0,855.0,0.0,0.0,1.0,31.0,0.0,7.91,0.0,1.0,2.61,7542138069.0,1.0,15.0,0.0,4.27,3.0,1.0,32.03,-1.0,0.0,5.82,1,2,,,,,,,
P30,1,30,,0.0,233320.0,1.0,1755618077.22,1.0,222.0,634.0,0.0,0.0,2.0,12.0,-2.0,21.21,-1.0,1.0,23.52,2134058967.0,3.0,24.0,0.0,22.45,3.0,0.0,200.08,1.0,0.0,4.79,1,2,,,,,,,
P31,1,31,,0.0,953131.0,1.0,1755618065.61,1.0,213.0,747.0,0.0,0.0,3.0,43.0,-1.0,11.32,-1.0,1.0,11.78,523478169.0,4.0,34.0,0.0,11.02,3.0,1.0,120.48,0.0,0.0,4.03,1,2,,,,,,,
P32,1,32,,0.0,164071.0,1.0,1755618455.69,1.0,223.0,749.0,0.0,0.0,3.0,23.0,-2.0,66.57,-1.0,1.0,22.49,432596817.0,0.0,30.0,-2.0,13.43,3.0,1.0,50.64,2.0,1.0,57.29,1,2,,,,,,,
P33,1,33,,0.0,198306.0,1.0,1755618191.16,1.0,212.0,783.0,0.0,0.0,2.0,42.0,-2.0,6.83,-1.0,1.0,5.42,3250476189.0,0.0,23.0,-1.0,27.78,1.0,1.0,79.57,-1.0,0.0,5.24,1,2,,,,,,,
P34,1,34,,0.0,962073.0,1.0,1755618181.86,1.0,133.0,846.0,0.0,0.0,3.0,13.0,-1.0,5.34,-1.0,1.0,3.32,4053976281.0,8.0,38.0,2.0,26.0,1.0,1.0,20.96,1.0,0.0,3.71,1,2,,,,,,,
P35,1,35,,0.0,149235.0,1.0,1755618412.04,1.0,132.0,748.0,0.0,0.0,2.0,42.0,-2.0,22.3,-1.0,1.0,13.74,4527109836.0,1.0,25.0,0.0,18.58,3.0,1.0,99.61,-1.0,0.0,6.39,1,2,,,,,,,
P36,1,36,,0.0,305853.0,1.0,1755618665.64,1.0,124.0,611.0,0.0,0.0,4.0,14.0,0.0,36.69,0.0,1.0,26.87,2143685709.0,2.0,44.0,0.0,44.1,3.0,1.0,183.27,0.0,0.0,7.5,1,2,,,,,,,
P37,1,37,,0.0,770904.0,1.0,1755618428.42,1.0,114.0,784.0,0.0,0.0,4.0,34.0,-1.0,20.82,-1.0,1.0,9.81,1254780936.0,3.0,44.0,0.0,70.09,2.0,1.0,17.15,0.0,1.0,20.63,1,2,,,,,,,
P38,1,38,,0.0,417383.0,1.0,1755618441.42,1.0,122.0,797.0,0.0,0.0,2.0,32.0,-2.0,54.97,-1.0,1.0,4.16,5241980736.0,1.0,22.0,-1.0,7.55,3.0,1.0,38.61,1.0,0.0,4.45,1,2,,,,,,,
P39,1,39,,0.0,271704.0,1.0,1755618592.15,1.0,112.0,813.0,0.0,0.0,2.0,42.0,-2.0,12.05,-1.0,1.0,10.01,4257693801.0,1.0,22.0,-1.0,10.51,0.0,1.0,55.49,-1.0,0.0,9.93,1,2,,,,,,,
P40,1,40,,0.0,920641.0,1.0,1755618403.76,1.0,123.0,873.0,0.0,0.0,3.0,23.0,-2.0,5.31,-1.0,1.0,2.51,435796218.0,1.0,34.0,0.0,4.37,3.0,0.0,16.13,1.0,0.0,3.48,1,2,,,,,,,
